,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
256311,C559486,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-1,2011-07-08 13:51:00,1.65,13047.0,United Kingdom,-1.65,2011-07-08
256312,C559486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-07-08 13:51:00,2.95,13047.0,United Kingdom,-2.95,2011-07-08
256313,C559486,23111,PARISIENNE SEWING BOX,-1,2011-07-08 13:51:00,12.5,13047.0,United Kingdom,-12.5,2011-07-08
256314,C559486,23112,PARISIENNE CURIO CABINET,-2,2011-07-08 13:51:00,7.5,13047.0,United Kingdom,-15.0,2011-07-08
256570,C559495,23288,GREEN VINTAGE SPOT BEAKER,-1,2011-07-08 13:54:00,0.85,14267.0,United Kingdom,-0.85,2011-07-08
256571,C559495,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-07-08 13:54:00,4.95,14267.0,United Kingdom,-4.95,2011-07-08
256572,C559498,21931,JUMBO STORAGE BAG SUKI,-2,2011-07-08 14:06:00,2.08,15078.0,United Kingdom,-4.16,2011-07-08
256573,C559498,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-07-08 14:06:00,4.95,15078.0,United Kingdom,-9.9,2011-07-08
256636,C559500,21735,TWO DOOR CURIO CABINET,-1,2011-07-08 14:27:00,12.75,14016.0,EIRE,-12.75,2011-07-08
256644,C559502,22427,ENAMEL FLOWER JUG CREAM,-2,2011-07-08 14:53:00,5.95,13338.0,United Kingdom,-11.9,2011-07-08
256645,C559502,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-08 14:53:00,12.75,13338.0,United Kingdom,-12.75,2011-07-08
256646,C559502,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-1,2011-07-08 14:53:00,3.75,13338.0,United Kingdom,-3.75,2011-07-08
256647,C559502,22362,GLASS JAR PEACOCK BATH SALTS,-4,2011-07-08 14:53:00,2.95,13338.0,United Kingdom,-11.8,2011-07-08
257479,C559530,22655,VINTAGE RED KITCHEN CABINET,-1,2011-07-10 12:04:00,125.0,14808.0,United Kingdom,-125.0,2011-07-10
257485,C559531,22846,BREAD BIN DINER STYLE RED ,-1,2011-07-10 12:07:00,16.95,14808.0,United Kingdom,-16.95,2011-07-10
257486,C559533,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-07-10 12:10:00,2.95,17126.0,United Kingdom,-2.95,2011-07-10
257487,C559534,47594B,SCOTTIES DESIGN WASHBAG,-2,2011-07-10 12:11:00,1.95,16283.0,United Kingdom,-3.9,2011-07-10
257669,C559540,21850,BLUE  DIAMANTE PEN IN GIFT BOX,-36,2011-07-10 12:39:00,4.25,18024.0,United Kingdom,-153.0,2011-07-10
258272,C559568,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-11 11:09:00,12.75,13627.0,United Kingdom,-12.75,2011-07-11
258334,C559608,22158,3 HEARTS HANGING DECORATION RUSTIC,-3,2011-07-11 11:44:00,2.95,14690.0,United Kingdom,-8.850000000000001,2011-07-11
258335,C559608,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2011-07-11 11:44:00,1.69,14690.0,United Kingdom,-1.69,2011-07-11
258336,C559608,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,-2,2011-07-11 11:44:00,0.85,14690.0,United Kingdom,-1.7,2011-07-11
258337,C559608,22601,CHRISTMAS RETROSPOT ANGEL WOOD,-1,2011-07-11 11:44:00,0.85,14690.0,United Kingdom,-0.85,2011-07-11
258440,C559651,22294,HEART FILIGREE DOVE  SMALL,-24,2011-07-11 12:43:00,1.25,13184.0,United Kingdom,-30.0,2011-07-11
258540,559655,21166,?,-124,2011-07-11 12:57:00,0.0,nan,United Kingdom,-0.0,2011-07-11
258554,C559659,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-07-11 13:07:00,4.95,14796.0,United Kingdom,-4.95,2011-07-11
258555,C559659,21166,COOK WITH WINE METAL SIGN ,-1,2011-07-11 13:07:00,2.08,14796.0,United Kingdom,-2.08,2011-07-11
258606,C559663,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-07-11 13:33:00,4.95,17706.0,United Kingdom,-4.95,2011-07-11
258607,C559663,22191,IVORY DINER WALL CLOCK,-1,2011-07-11 13:33:00,8.5,17706.0,United Kingdom,-8.5,2011-07-11
258608,C559663,22072,RED RETROSPOT TEA CUP AND SAUCER ,-2,2011-07-11 13:33:00,3.75,17706.0,United Kingdom,-7.5,2011-07-11
258609,C559664,21703,BAG 125g SWIRLY MARBLES,-1,2011-07-11 13:34:00,0.42,18142.0,United Kingdom,-0.42,2011-07-11
258610,C559664,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-07-11 13:34:00,2.1,18142.0,United Kingdom,-2.1,2011-07-11
258678,C559666,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-07-11 13:37:00,1.65,14389.0,United Kingdom,-1.65,2011-07-11
258679,C559666,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-07-11 13:37:00,0.85,14389.0,United Kingdom,-0.85,2011-07-11
258680,C559666,22383,LUNCH BAG SUKI DESIGN ,-2,2011-07-11 13:37:00,1.65,14389.0,United Kingdom,-3.3,2011-07-11
258681,C559667,23168,CLASSIC CAFE SUGAR DISPENSER,-2,2011-07-11 13:38:00,1.25,13267.0,United Kingdom,-2.5,2011-07-11
258682,C559667,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-07-11 13:38:00,2.95,13267.0,United Kingdom,-5.9,2011-07-11
258721,C559670,23031,DRAWER KNOB CRACKLE GLAZE PINK,-2,2011-07-11 13:51:00,1.65,16033.0,United Kingdom,-3.3,2011-07-11
258722,C559670,22670,FRENCH WC SIGN BLUE METAL,-1,2011-07-11 13:51:00,1.25,16033.0,United Kingdom,-1.25,2011-07-11
258723,C559670,22667,RECIPE BOX RETROSPOT ,-1,2011-07-11 13:51:00,2.95,16033.0,United Kingdom,-2.95,2011-07-11
258892,C559675,46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,-10,2011-07-11 14:21:00,0.85,13745.0,United Kingdom,-8.5,2011-07-11
259033,C559681,POST,POSTAGE,-1,2011-07-11 14:51:00,50.0,12717.0,Greece,-50.0,2011-07-11
259036,C559683,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-07-11 14:56:00,8.95,17337.0,United Kingdom,-8.95,2011-07-11
259713,C559705,20725,LUNCH BAG RED RETROSPOT,-1,2011-07-12 09:58:00,1.65,15719.0,United Kingdom,-1.65,2011-07-12
259818,C559738,22607,WOODEN ROUNDERS GARDEN SET ,-1,2011-07-12 10:56:00,9.95,18193.0,United Kingdom,-9.95,2011-07-12
259819,C559739,17003,BROCADE RING PURSE ,-1,2011-07-12 11:07:00,57.6,16422.0,United Kingdom,-57.6,2011-07-12
259820,C559740,20985,HEART CALCULATOR,-3,2011-07-12 11:08:00,1.06,17381.0,United Kingdom,-3.18,2011-07-12
259821,C559741,72741,GRAND CHOCOLATECANDLE,-1,2011-07-12 11:10:00,1.45,13013.0,United Kingdom,-1.45,2011-07-12
259822,C559741,22978,PANTRY ROLLING PIN,-1,2011-07-12 11:10:00,3.75,13013.0,United Kingdom,-3.75,2011-07-12
259823,C559742,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,2011-07-12 11:11:00,3.25,14267.0,United Kingdom,-19.5,2011-07-12
259824,C559742,22960,JAM MAKING SET WITH JARS,-12,2011-07-12 11:11:00,3.75,14267.0,United Kingdom,-45.0,2011-07-12
259825,C559742,22956,36 FOIL HEART CAKE CASES,-6,2011-07-12 11:11:00,2.1,14267.0,United Kingdom,-12.600000000000001,2011-07-12
259826,C559742,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,2011-07-12 11:11:00,2.95,14267.0,United Kingdom,-17.700000000000003,2011-07-12
259827,C559742,22423,REGENCY CAKESTAND 3 TIER,-6,2011-07-12 11:11:00,12.75,14267.0,United Kingdom,-76.5,2011-07-12
259828,C559742,21877,HOME SWEET HOME MUG,-12,2011-07-12 11:11:00,1.25,14267.0,United Kingdom,-15.0,2011-07-12
259829,C559742,21164,HOME SWEET HOME METAL SIGN ,-6,2011-07-12 11:11:00,2.95,14267.0,United Kingdom,-17.700000000000003,2011-07-12
259830,C559743,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-07-12 11:12:00,2.95,13599.0,United Kingdom,-2.95,2011-07-12
259831,C559743,22098,BOUDOIR SQUARE TISSUE BOX,-12,2011-07-12 11:12:00,0.39,13599.0,United Kingdom,-4.68,2011-07-12
259832,C559744,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-07-12 11:13:00,9.95,15416.0,United Kingdom,-9.95,2011-07-12
259862,C559747,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-5,2011-07-12 11:23:00,1.95,17069.0,United Kingdom,-9.75,2011-07-12
259863,C559747,79030D,TUMBLER BAROQUE,-1,2011-07-12 11:23:00,0.39,17069.0,United Kingdom,-0.39,2011-07-12
260199,C559803,15036,ASSORTED COLOURS SILK FAN,-72,2011-07-12 13:49:00,0.83,16701.0,United Kingdom,-59.76,2011-07-12
260360,C559808,21891,TRADITIONAL WOODEN SKIPPING ROPE,-1,2011-07-12 14:49:00,1.45,13743.0,United Kingdom,-1.45,2011-07-12
261333,C559829,22371,AIRLINE BAG VINTAGE TOKYO 78,-2,2011-07-13 09:45:00,3.95,14483.0,United Kingdom,-7.9,2011-07-13
261334,C559830,M,Manual,-1,2011-07-13 09:49:00,0.48,16998.0,United Kingdom,-0.48,2011-07-13
261682,C559880,71038,WHITE HANGING BEADS CANDLE HOLDER,-4,2011-07-13 11:32:00,5.45,15493.0,United Kingdom,-21.8,2011-07-13
261746,C559882,23106,ZINC HEARTS PLANT POT HOLDER,-12,2011-07-13 11:34:00,2.89,16156.0,United Kingdom,-34.68,2011-07-13
261747,C559882,POST,POSTAGE,-1,2011-07-13 11:34:00,7.62,16156.0,United Kingdom,-7.62,2011-07-13
262287,C559908,21871,SAVE THE PLANET MUG,-72,2011-07-13 13:56:00,1.06,14088.0,United Kingdom,-76.32000000000001,2011-07-13
262413,C559915,AMAZONFEE,AMAZON FEE,-1,2011-07-13 15:18:00,4383.62,nan,United Kingdom,-4383.62,2011-07-13
262414,C559917,AMAZONFEE,AMAZON FEE,-1,2011-07-13 15:21:00,6497.47,nan,United Kingdom,-6497.47,2011-07-13
263141,C559939,84688,BEACH HUT DESIGN BLACKBOARD,-12,2011-07-14 10:19:00,4.25,14426.0,United Kingdom,-51.0,2011-07-14
263142,C559939,82484,WOOD BLACK BOARD ANT WHITE FINISH,-12,2011-07-14 10:19:00,6.75,14426.0,United Kingdom,-81.0,2011-07-14
263143,C559939,22937,BAKING MOULD CHOCOLATE CUPCAKES,-6,2011-07-14 10:19:00,2.55,14426.0,United Kingdom,-15.299999999999999,2011-07-14
263144,C559939,22847,BREAD BIN DINER STYLE IVORY,-1,2011-07-14 10:19:00,16.95,14426.0,United Kingdom,-16.95,2011-07-14
263145,C559939,22750,FELTCRAFT PRINCESS LOLA DOLL,-4,2011-07-14 10:19:00,3.75,14426.0,United Kingdom,-15.0,2011-07-14
263146,C559939,22718,CARD CAT AND TREE ,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263147,C559939,22714,CARD BIRTHDAY COWBOY,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263148,C559939,22647,CERAMIC LOVE HEART MONEY BANK,-12,2011-07-14 10:19:00,1.45,14426.0,United Kingdom,-17.4,2011-07-14
263149,C559939,22570,FELTCRAFT CUSHION RABBIT,-4,2011-07-14 10:19:00,3.75,14426.0,United Kingdom,-15.0,2011-07-14
263150,C559939,22568,FELTCRAFT CUSHION OWL,-4,2011-07-14 10:19:00,3.75,14426.0,United Kingdom,-15.0,2011-07-14
263151,C559939,22464,HANGING METAL HEART LANTERN,-12,2011-07-14 10:19:00,1.65,14426.0,United Kingdom,-19.799999999999997,2011-07-14
263152,C559939,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,2011-07-14 10:19:00,4.95,14426.0,United Kingdom,-14.850000000000001,2011-07-14
263153,C559939,22435,SET OF 9 HEART SHAPED BALLOONS,-12,2011-07-14 10:19:00,1.25,14426.0,United Kingdom,-15.0,2011-07-14
263154,C559939,22318,FIVE HEART HANGING DECORATION,-6,2011-07-14 10:19:00,2.95,14426.0,United Kingdom,-17.700000000000003,2011-07-14
263155,C559939,22151,PLACE SETTING WHITE HEART,-24,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-10.08,2011-07-14
263156,C559939,22150,3 STRIPEY MICE FELTCRAFT,-6,2011-07-14 10:19:00,1.95,14426.0,United Kingdom,-11.7,2011-07-14
263157,C559939,22147,FELTCRAFT BUTTERFLY HEARTS,-14,2011-07-14 10:19:00,1.45,14426.0,United Kingdom,-20.3,2011-07-14
263158,C559939,22132,RED LOVE HEART SHAPE CUP,-12,2011-07-14 10:19:00,0.85,14426.0,United Kingdom,-10.2,2011-07-14
263159,C559939,22082,RIBBON REEL STRIPES DESIGN ,-10,2011-07-14 10:19:00,1.65,14426.0,United Kingdom,-16.5,2011-07-14
263160,C559939,22079,RIBBON REEL HEARTS DESIGN ,-10,2011-07-14 10:19:00,1.65,14426.0,United Kingdom,-16.5,2011-07-14
263161,C559939,22031,BOTANICAL LAVENDER BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263162,C559939,22026,BANQUET BIRTHDAY  CARD  ,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263163,C559939,22025,RING OF ROSES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263164,C559939,22024,RAINY LADIES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263165,C559939,22023,EMPIRE BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263166,C559939,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426.0,United Kingdom,-13.200000000000001,2011-07-14
263167,C559939,21733,RED HANGING HEART T-LIGHT HOLDER,-6,2011-07-14 10:19:00,2.95,14426.0,United Kingdom,-17.700000000000003,2011-07-14
263168,C559939,21507,"ELEPHANT, BIRTHDAY CARD, ",-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263169,C559939,21506,"FANCY FONT BIRTHDAY CARD, ",-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04,2011-07-14
263170,C559939,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-4,2011-07-14 10:19:00,4.25,14426.0,United Kingdom,-17.0,2011-07-14
263171,C559939,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,2011-07-14 10:19:00,1.25,14426.0,United Kingdom,-15.0,2011-07-14
263172,C559939,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426.0,United Kingdom,-13.200000000000001,2011-07-14
263184,559943,21578,?,-251,2011-07-14 10:21:00,0.0,nan,United Kingdom,-0.0,2011-07-14
263190,C559947,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-32,2011-07-14 10:27:00,2.55,16701.0,United Kingdom,-81.6,2011-07-14
263191,C559947,21868,POTTING SHED TEA MUG,-36,2011-07-14 10:27:00,1.06,16701.0,United Kingdom,-38.160000000000004,2011-07-14
263219,C559949,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-07-14 10:42:00,2.95,nan,EIRE,-5.9,2011-07-14
263220,C559950,M,Manual,-3,2011-07-14 10:47:00,2.1,14562.0,United Kingdom,-6.300000000000001,2011-07-14
263221,C559950,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,-3,2011-07-14 10:47:00,3.75,14562.0,United Kingdom,-11.25,2011-07-14
263235,C559952,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-7,2011-07-14 10:57:00,1.45,17696.0,United Kingdom,-10.15,2011-07-14
263236,C559952,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-14 10:57:00,3.29,17696.0,United Kingdom,-9.870000000000001,2011-07-14
263237,C559952,21534,DAIRY MAID LARGE MILK JUG,-2,2011-07-14 10:57:00,4.95,17696.0,United Kingdom,-9.9,2011-07-14
263238,C559952,21258,VICTORIAN SEWING BOX LARGE,-2,2011-07-14 10:57:00,6.95,17696.0,United Kingdom,-13.9,2011-07-14
263239,C559952,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-07-14 10:57:00,1.49,17696.0,United Kingdom,-1.49,2011-07-14
263240,C559953,23169,CLASSIC GLASS COOKIE JAR,-3,2011-07-14 11:00:00,4.15,13815.0,Germany,-12.450000000000001,2011-07-14
263312,C559983,23301,GARDENERS KNEELING PAD KEEP CALM ,-6,2011-07-14 11:41:00,1.65,14562.0,United Kingdom,-9.899999999999999,2011-07-14
263313,C559983,23300,GARDENERS KNEELING PAD CUP OF TEA ,-6,2011-07-14 11:41:00,1.65,14562.0,United Kingdom,-9.899999999999999,2011-07-14
263314,C559983,22918,HERB MARKER PARSLEY,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263315,C559983,22920,HERB MARKER BASIL,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263316,C559983,22916,HERB MARKER THYME,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263317,C559983,22919,HERB MARKER MINT,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263318,C559983,22917,HERB MARKER ROSEMARY,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263319,C559983,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-5,2011-07-14 11:41:00,2.95,14562.0,United Kingdom,-14.75,2011-07-14
263320,C559983,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2011-07-14 11:41:00,2.95,14562.0,United Kingdom,-17.700000000000003,2011-07-14
263321,C559983,23313,VINTAGE CHRISTMAS BUNTING,-8,2011-07-14 11:41:00,4.95,14562.0,United Kingdom,-39.6,2011-07-14
263322,C559983,22921,HERB MARKER CHIVES ,-12,2011-07-14 11:41:00,0.65,14562.0,United Kingdom,-7.800000000000001,2011-07-14
263323,C559983,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-14 11:41:00,12.75,14562.0,United Kingdom,-12.75,2011-07-14
263324,C559983,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-12,2011-07-14 11:41:00,3.75,14562.0,United Kingdom,-45.0,2011-07-14
263325,C559983,23083,SET 6 PAPER TABLE LANTERN STARS ,-12,2011-07-14 11:41:00,3.75,14562.0,United Kingdom,-45.0,2011-07-14
263326,C559983,22487,WHITE WOOD GARDEN PLANT LADDER,-2,2011-07-14 11:41:00,9.95,14562.0,United Kingdom,-19.9,2011-07-14
263482,C559992,D,Discount,-1,2011-07-14 12:30:00,13.99,14527.0,United Kingdom,-13.99,2011-07-14
263884,560039,20713,wrongly marked. 23343 in box,-3100,2011-07-14 14:27:00,0.0,nan,United Kingdom,-0.0,2011-07-14
263885,560040,23343,came coded as 20713,3100,2011-07-14 14:28:00,0.0,nan,United Kingdom,0.0,2011-07-14
263925,C560043,21704,BAG 250g SWIRLY MARBLES,-2,2011-07-14 14:47:00,0.72,16656.0,United Kingdom,-1.44,2011-07-14
263926,C560044,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-07-14 14:47:00,9.95,14258.0,United Kingdom,-19.9,2011-07-14
263927,C560045,84692,BOX OF 24 COCKTAIL PARASOLS,-1,2011-07-14 14:51:00,0.42,16779.0,United Kingdom,-0.42,2011-07-14
263928,C560045,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-14 14:51:00,2.75,16779.0,United Kingdom,-2.75,2011-07-14
263929,C560045,71053,WHITE METAL LANTERN,-2,2011-07-14 14:51:00,3.39,16779.0,United Kingdom,-6.78,2011-07-14
263930,C560046,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,2011-07-14 14:55:00,7.9,17049.0,United Kingdom,-7.9,2011-07-14
264500,C560099,84692,BOX OF 24 COCKTAIL PARASOLS,-5,2011-07-14 17:47:00,0.42,16779.0,United Kingdom,-2.1,2011-07-14
264501,C560100,M,Manual,-1,2011-07-14 17:51:00,7.88,16422.0,United Kingdom,-7.88,2011-07-14
264835,C560123,21936,RED RETROSPOT PICNIC BAG,-2,2011-07-15 10:35:00,2.95,16782.0,United Kingdom,-5.9,2011-07-15
264836,C560124,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,2011-07-15 10:36:00,0.65,17440.0,United Kingdom,-3.9000000000000004,2011-07-15
264837,C560124,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,2011-07-15 10:36:00,0.85,17440.0,United Kingdom,-4.25,2011-07-15
264925,C560148,20713,JUMBO BAG OWLS,-100,2011-07-15 11:10:00,1.79,15769.0,United Kingdom,-179.0,2011-07-15
264986,C560189,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-07-15 12:30:00,1.65,17652.0,United Kingdom,-1.65,2011-07-15
265049,C560206,23202,JUMBO BAG VINTAGE LEAF,-10,2011-07-15 13:56:00,2.08,17068.0,United Kingdom,-20.8,2011-07-15
265069,C560208,22978,PANTRY ROLLING PIN,-5,2011-07-15 13:58:00,3.75,13013.0,United Kingdom,-18.75,2011-07-15
265298,560218,16162M,alan hodge cant mamage this section,30,2011-07-15 15:12:00,0.0,nan,United Kingdom,0.0,2011-07-15
265299,C560219,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,-120,2011-07-15 15:22:00,0.85,12451.0,Switzerland,-102.0,2011-07-15
265300,C560220,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-15 15:22:00,12.75,14572.0,United Kingdom,-12.75,2011-07-15
265301,C560221,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2011-07-15 15:23:00,4.25,13408.0,United Kingdom,-8.5,2011-07-15
266075,C560242,22501,PICNIC BASKET WICKER LARGE,-1,2011-07-17 12:03:00,9.95,14659.0,United Kingdom,-9.95,2011-07-17
266076,C560243,22501,PICNIC BASKET WICKER LARGE,-1,2011-07-17 12:04:00,9.95,14659.0,United Kingdom,-9.95,2011-07-17
267088,560283,22624,IVORY KITCHEN SCALES,12,2011-07-18 08:32:00,0.0,nan,EIRE,0.0,2011-07-18
267089,560283,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-07-18 08:32:00,0.0,nan,EIRE,0.0,2011-07-18
267174,C560289,22766,PHOTO FRAME CORNICE,-3,2011-07-18 10:14:00,2.95,16398.0,United Kingdom,-8.850000000000001,2011-07-18
267175,C560289,84816,DANISH ROSE BEDSIDE CABINET,-1,2011-07-18 10:14:00,39.95,16398.0,United Kingdom,-39.95,2011-07-18
267176,C560289,22197,POPCORN HOLDER,-7,2011-07-18 10:14:00,0.85,16398.0,United Kingdom,-5.95,2011-07-18
267551,C560301,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2011-07-18 10:34:00,1.45,14159.0,United Kingdom,-1.45,2011-07-18
267594,C560317,22927,GREEN GIANT GARDEN THERMOMETER,-2,2011-07-18 10:54:00,5.95,15527.0,United Kingdom,-11.9,2011-07-18
267595,C560317,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-07-18 10:54:00,4.95,15527.0,United Kingdom,-4.95,2011-07-18
267596,560328,35968,Found,63,2011-07-18 11:00:00,0.0,nan,United Kingdom,0.0,2011-07-18
267597,560329,35965,found,6,2011-07-18 11:07:00,0.0,nan,United Kingdom,0.0,2011-07-18
267598,C560330,22374,AIRLINE BAG VINTAGE JET SET RED,-1,2011-07-18 11:10:00,4.25,17841.0,United Kingdom,-4.25,2011-07-18
267599,C560330,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-1,2011-07-18 11:10:00,2.1,17841.0,United Kingdom,-2.1,2011-07-18
267600,C560330,22981,PANTRY APPLE CORER,-1,2011-07-18 11:10:00,1.45,17841.0,United Kingdom,-1.45,2011-07-18
267601,C560331,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-07-18 11:20:00,4.95,17706.0,United Kingdom,-4.95,2011-07-18
267602,C560331,22891,TEA FOR ONE POLKADOT,-1,2011-07-18 11:20:00,4.25,17706.0,United Kingdom,-4.25,2011-07-18
267633,560358,35965,dotcom,26,2011-07-18 11:46:00,0.0,nan,United Kingdom,0.0,2011-07-18
267873,C560365,23284,DOORMAT KEEP CALM AND COME IN,-1,2011-07-18 12:17:00,7.95,14390.0,United Kingdom,-7.95,2011-07-18
267874,C560365,23080,RED METAL BOX TOP SECRET,-1,2011-07-18 12:17:00,8.25,14390.0,United Kingdom,-8.25,2011-07-18
268027,C560372,M,Manual,-1,2011-07-18 12:26:00,4287.63,17448.0,United Kingdom,-4287.63,2011-07-18
268056,C560384,M,Manual,-1,2011-07-18 12:52:00,125.0,14808.0,United Kingdom,-125.0,2011-07-18
268120,C560386,POST,POSTAGE,-1,2011-07-18 12:55:00,9.72,nan,United Kingdom,-9.72,2011-07-18
268141,C560390,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-07-18 13:20:00,2.95,12930.0,United Kingdom,-2.95,2011-07-18
268142,C560391,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-07-18 13:21:00,2.95,12930.0,United Kingdom,-2.95,2011-07-18
268241,C560395,22892,SET OF SALT AND PEPPER TOADSTOOLS,-24,2011-07-18 13:47:00,1.06,15125.0,United Kingdom,-25.44,2011-07-18
268242,C560395,22846,BREAD BIN DINER STYLE RED ,-2,2011-07-18 13:47:00,14.95,15125.0,United Kingdom,-29.9,2011-07-18
268243,C560396,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,-96,2011-07-18 13:49:00,0.85,18087.0,United Kingdom,-81.6,2011-07-18
268244,C560396,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-96,2011-07-18 13:49:00,0.85,18087.0,United Kingdom,-81.6,2011-07-18
268245,C560396,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,-96,2011-07-18 13:49:00,0.85,18087.0,United Kingdom,-81.6,2011-07-18
268308,C560408,M,Manual,-1,2011-07-18 14:24:00,550.64,13564.0,United Kingdom,-550.64,2011-07-18
268309,C560409,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-07-18 14:24:00,2.95,16717.0,United Kingdom,-17.700000000000003,2011-07-18
268310,C560409,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-07-18 14:24:00,1.65,16717.0,United Kingdom,-9.899999999999999,2011-07-18
268311,C560409,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-16,2011-07-18 14:24:00,0.65,16717.0,United Kingdom,-10.4,2011-07-18
268312,C560409,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,2011-07-18 14:24:00,39.95,16717.0,United Kingdom,-39.95,2011-07-18
268313,C560409,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,2011-07-18 14:24:00,2.95,16717.0,United Kingdom,-17.700000000000003,2011-07-18
268314,C560409,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-07-18 14:24:00,8.95,16717.0,United Kingdom,-35.8,2011-07-18
