,,TotalAmount,TotalAmount,TotalAmount,Date,Date
15804.0,United Kingdom,4206.39,19.8,600.03,2011-05-25,2011-12-09
15805.0,United Kingdom,5528.4800000000005,19.92,1193.41,2010-12-10,2011-11-16
15806.0,United Kingdom,784.58,221.52,300.36,2011-03-08,2011-10-24
15807.0,United Kingdom,903.9000000000001,268.3,635.6,2011-09-23,2011-10-20
15808.0,United Kingdom,3734.9700000000003,733.92,1228.4,2010-12-05,2011-02-06
15809.0,United Kingdom,515.77,15.9,198.8,2011-02-10,2011-11-03
15810.0,United Kingdom,1391.98,30.79,507.07,2011-02-16,2011-09-22
15811.0,United Kingdom,2218.62,148.95,478.96,2010-12-09,2011-11-17
15812.0,United Kingdom,1801.14,213.9,533.0200000000001,2011-01-26,2011-08-24
15813.0,United Kingdom,1303.9099999999999,533.26,770.65,2011-04-14,2011-05-16
15814.0,United Kingdom,1945.33,368.14,1120.95,2011-10-20,2011-11-23
15815.0,United Kingdom,2100.6,225.9,514.08,2011-03-25,2011-10-07
15819.0,United Kingdom,1905.45,319.98,639.64,2011-03-08,2011-10-21
15820.0,United Kingdom,206.98,206.98,206.98,2011-01-24,2011-01-24
15821.0,United Kingdom,570.96,254.18,316.78,2011-10-09,2011-10-26
15822.0,United Kingdom,885.47,440.2,445.27,2010-12-15,2011-12-06
15823.0,United Kingdom,15.0,15.0,15.0,2010-12-02,2010-12-02
15825.0,United Kingdom,532.94,532.94,532.94,2011-06-20,2011-06-20
15826.0,United Kingdom,1654.31,720.0,934.31,2011-05-13,2011-10-14
15827.0,United Kingdom,1836.0900000000001,29.700000000000003,260.04,2010-12-02,2011-09-27
15829.0,United Kingdom,636.14,310.7,325.44,2011-07-22,2011-09-01
15830.0,United Kingdom,576.0,576.0,576.0,2011-11-02,2011-11-02
15831.0,United Kingdom,801.76,141.17,350.65,2011-01-19,2011-10-12
15832.0,United Kingdom,836.79,836.79,836.79,2011-03-30,2011-03-30
15834.0,United Kingdom,2233.75,441.93,1281.37,2011-03-07,2011-09-30
15835.0,United Kingdom,954.0899999999999,187.2,301.11,2011-01-13,2011-10-26
15836.0,United Kingdom,137.37,137.37,137.37,2011-10-20,2011-10-20
15837.0,United Kingdom,391.98,391.98,391.98,2011-10-06,2011-10-06
15838.0,United Kingdom,33643.08,270.0,10992.96,2010-12-07,2011-11-28
15839.0,United Kingdom,1048.49,258.13,491.18,2011-07-14,2011-11-06
15840.0,United Kingdom,355.56,113.82,241.74,2011-06-20,2011-10-12
15841.0,United Kingdom,1224.06,281.66,331.6,2011-01-05,2011-09-28
15843.0,United Kingdom,118.95000000000002,118.95000000000002,118.95000000000002,2011-02-09,2011-02-09
15844.0,United Kingdom,130.73999999999998,130.73999999999998,130.73999999999998,2011-10-24,2011-10-24
15845.0,United Kingdom,3711.77,301.29,929.22,2011-01-06,2011-11-22
15847.0,United Kingdom,389.27,180.68,208.59,2011-02-24,2011-11-01
15850.0,United Kingdom,238.85,118.88,119.97,2011-06-24,2011-11-20
15852.0,United Kingdom,160.70999999999998,57.5,103.21,2011-05-26,2011-06-06
15853.0,United Kingdom,110.8,110.8,110.8,2011-10-19,2011-10-19
15854.0,United Kingdom,2974.65,134.71,453.3,2010-12-13,2011-12-05
15855.0,United Kingdom,712.24,95.8,237.55,2011-03-21,2011-07-26
15856.0,United Kingdom,16387.57,292.25,2054.9,2010-12-09,2011-12-05
15857.0,United Kingdom,297.0,297.0,297.0,2011-11-21,2011-11-21
15858.0,United Kingdom,1438.85,153.9,432.29,2010-12-07,2011-11-24
15860.0,United Kingdom,977.21,24.75,292.85,2010-12-06,2011-10-30
15861.0,United Kingdom,3165.36,165.0,722.48,2011-03-17,2011-11-27
15862.0,United Kingdom,832.88,136.78,354.23,2010-12-01,2011-12-01
15863.0,United Kingdom,68.84,9.2,59.64,2011-05-31,2011-11-14
15864.0,United Kingdom,1936.32,152.64,543.6,2011-01-27,2011-11-17
15865.0,United Kingdom,895.13,289.92,313.93,2011-05-10,2011-10-30
15866.0,United Kingdom,230.53,230.53,230.53,2011-08-30,2011-08-30
15867.0,United Kingdom,3812.64,112.9,566.13,2010-12-05,2011-12-04
15869.0,United Kingdom,149.64,149.64,149.64,2011-03-07,2011-03-07
15870.0,United Kingdom,354.09000000000003,354.09000000000003,354.09000000000003,2011-11-07,2011-11-07
15872.0,United Kingdom,360.93,360.93,360.93,2011-11-25,2011-11-25
15874.0,United Kingdom,4405.88,44.95,2198.13,2011-02-28,2011-10-07
15877.0,United Kingdom,493.28,242.26,251.02,2011-11-22,2011-12-08
15880.0,United Kingdom,343.28000000000003,343.28000000000003,343.28000000000003,2010-12-05,2010-12-05
15881.0,United Kingdom,501.39,40.8,346.14,2010-12-10,2011-01-31
15882.0,United Kingdom,516.3600000000001,145.04000000000002,371.3200000000001,2010-12-06,2011-05-25
15883.0,United Kingdom,396.48,143.76,252.72,2011-11-06,2011-12-07
15885.0,United Kingdom,379.35,15.0,349.35,2011-02-03,2011-09-08
15886.0,United Kingdom,181.09,181.09,181.09,2011-10-10,2011-10-10
15888.0,United Kingdom,168.31,168.31,168.31,2011-09-20,2011-09-20
15889.0,United Kingdom,446.87,148.95,297.92,2010-12-05,2011-07-06
15891.0,United Kingdom,524.52,524.52,524.52,2011-04-27,2011-04-27
15894.0,United Kingdom,263.55,106.81,156.74,2010-12-05,2011-03-31
15895.0,United Kingdom,179.17,179.17,179.17,2011-07-13,2011-07-13
15897.0,United Kingdom,222.05,222.05,222.05,2011-05-29,2011-05-29
15898.0,United Kingdom,1388.88,139.0,385.89,2010-12-06,2011-12-08
15899.0,United Kingdom,56.25,56.25,56.25,2010-12-06,2010-12-06
15900.0,United Kingdom,351.11,351.11,351.11,2011-11-16,2011-11-16
15901.0,United Kingdom,363.88,110.49,130.53,2011-07-08,2011-11-23
15903.0,United Kingdom,5126.76,161.28,1568.4,2011-02-17,2011-11-30
15904.0,United Kingdom,164.68,164.68,164.68,2011-12-01,2011-12-01
15906.0,United Kingdom,1567.69,114.55,590.49,2011-03-29,2011-11-20
15907.0,United Kingdom,967.45,251.18,437.93,2011-05-13,2011-12-06
15909.0,United Kingdom,191.94,191.94,191.94,2011-06-19,2011-06-19
15910.0,United Kingdom,1232.18,112.75,247.06,2011-01-27,2011-12-09
15912.0,United Kingdom,264.62,123.13,141.49,2011-04-20,2011-06-14
15916.0,United Kingdom,1528.09,113.35,372.28,2010-12-08,2011-11-23
15917.0,United Kingdom,123.1,123.1,123.1,2011-04-06,2011-04-06
15918.0,United Kingdom,334.23,142.0,192.23,2011-03-13,2011-06-02
15919.0,United Kingdom,639.8900000000001,270.72,369.17,2010-12-06,2011-11-20
15920.0,United Kingdom,167.5,167.5,167.5,2011-07-08,2011-07-08
15921.0,United Kingdom,336.03000000000003,336.03000000000003,336.03000000000003,2011-06-20,2011-06-20
15922.0,United Kingdom,369.5,369.5,369.5,2010-12-01,2010-12-01
15923.0,United Kingdom,127.08,127.08,127.08,2010-12-02,2010-12-02
15925.0,United Kingdom,207.15,207.15,207.15,2011-05-29,2011-05-29
15930.0,United Kingdom,426.63,426.63,426.63,2011-10-03,2011-10-03
15932.0,United Kingdom,2495.87,300.22,339.34,2011-02-23,2011-12-05
15933.0,United Kingdom,1107.46,316.46,411.81,2011-09-14,2011-11-18
15935.0,United Kingdom,416.86,108.04,308.82,2011-04-12,2011-04-14
15937.0,United Kingdom,145.35,145.35,145.35,2011-10-06,2011-10-06
15938.0,United Kingdom,404.58000000000004,62.7,105.0,2011-01-20,2011-08-19
15939.0,United Kingdom,6115.01,15.0,1265.4,2011-01-12,2011-09-11
15940.0,United Kingdom,35.8,35.8,35.8,2011-02-01,2011-02-01
15942.0,United Kingdom,337.44,337.44,337.44,2011-07-29,2011-07-29
15944.0,United Kingdom,325.1,325.1,325.1,2011-03-08,2011-03-08
15945.0,United Kingdom,181.0,181.0,181.0,2010-12-09,2010-12-09
15947.0,United Kingdom,1708.24,1708.24,1708.24,2011-09-18,2011-09-18
15948.0,United Kingdom,955.24,311.0,644.24,2011-10-27,2011-12-01
15949.0,United Kingdom,364.72,127.68,237.04,2011-09-29,2011-11-23
15950.0,United Kingdom,1765.5100000000002,255.84,662.5600000000001,2010-12-15,2011-11-08
15951.0,United Kingdom,708.22,333.05,375.17,2011-02-27,2011-12-01
15952.0,United Kingdom,806.5699999999999,95.15,253.6,2011-04-28,2011-11-06
15953.0,United Kingdom,1659.3799999999999,158.42,261.32,2010-12-05,2011-11-24
15955.0,United Kingdom,4416.26,8.5,572.38,2010-12-02,2011-11-15
15957.0,United Kingdom,428.89,428.89,428.89,2011-11-08,2011-11-08
15958.0,United Kingdom,104.35,104.35,104.35,2011-09-26,2011-09-26
15963.0,United Kingdom,470.76,190.72,280.04,2011-10-25,2011-11-20
15965.0,United Kingdom,845.6400000000001,150.55,538.9,2010-12-07,2011-11-22
15967.0,United Kingdom,418.83000000000004,173.8,245.03,2011-01-25,2011-11-16
15969.0,United Kingdom,666.1,135.0,308.7,2011-06-07,2011-12-07
15970.0,United Kingdom,314.1,314.1,314.1,2011-02-09,2011-02-09
15971.0,United Kingdom,4199.85,22.65,1409.0,2011-02-01,2011-11-22
15973.0,United Kingdom,307.82000000000005,307.82000000000005,307.82000000000005,2010-12-08,2010-12-08
15974.0,United Kingdom,3442.15,147.95000000000002,769.24,2011-02-24,2011-10-31
15975.0,United Kingdom,371.01,371.01,371.01,2011-09-16,2011-09-16
15976.0,United Kingdom,430.94,209.99,220.95,2011-05-03,2011-06-27
15977.0,United Kingdom,1054.73,355.63,699.1,2011-10-31,2011-11-22
15978.0,United Kingdom,1098.78,1098.78,1098.78,2011-09-23,2011-09-23
15980.0,United Kingdom,2398.86,760.18,1638.68,2011-03-30,2011-09-12
15981.0,United Kingdom,3408.48,231.4,600.0,2011-02-01,2011-11-15
15983.0,United Kingdom,1475.02,324.72,440.89,2010-12-01,2011-11-17
15984.0,United Kingdom,2837.67,104.95,683.28,2010-12-06,2011-12-07
15985.0,United Kingdom,1142.42,242.84,899.58,2011-04-17,2011-08-08
15986.0,United Kingdom,168.12,168.12,168.12,2011-11-09,2011-11-09
15987.0,United Kingdom,1451.2800000000002,9.36,403.05,2010-12-06,2011-11-27
15988.0,United Kingdom,158.03,158.03,158.03,2011-11-20,2011-11-20
15990.0,United Kingdom,792.11,390.74,401.37,2011-02-25,2011-10-26
15992.0,United Kingdom,41.99,41.99,41.99,2011-12-06,2011-12-06
15993.0,United Kingdom,2797.57,235.44,1285.48,2011-10-26,2011-12-01
15994.0,United Kingdom,427.07,427.07,427.07,2011-10-16,2011-10-16
15996.0,United Kingdom,1060.68,111.56,263.25,2010-12-08,2011-09-12
15998.0,United Kingdom,3089.9700000000003,329.84,918.83,2010-12-12,2011-11-03
16000.0,United Kingdom,12393.7,12393.7,12393.7,2011-12-07,2011-12-07
16003.0,United Kingdom,2735.37,39.2,1181.0,2010-12-15,2011-11-10
16005.0,United Kingdom,615.39,120.49,317.31,2011-03-14,2011-11-27
16006.0,United Kingdom,101.4,101.4,101.4,2011-05-12,2011-05-12
16007.0,United Kingdom,1701.94,216.75,751.74,2011-05-08,2011-10-23
16008.0,United Kingdom,478.78,139.15,191.56,2011-05-19,2011-11-16
16009.0,United Kingdom,992.71,59.0,462.19,2011-07-03,2011-11-17
16010.0,United Kingdom,407.5,110.1,178.65,2010-12-12,2011-04-08
16011.0,United Kingdom,3362.71,116.09,393.92,2010-12-08,2011-12-01
16012.0,United Kingdom,1415.29,283.17,767.0699999999999,2011-07-07,2011-11-04
16013.0,United Kingdom,37130.6,172.79999999999998,5194.36,2010-12-03,2011-12-06
16014.0,United Kingdom,662.38,132.45000000000002,267.0,2011-02-21,2011-11-02
16015.0,United Kingdom,705.39,201.52,300.77,2011-10-21,2011-12-06
16016.0,United Kingdom,1508.76,108.92,382.27,2010-12-08,2011-12-06
16017.0,United Kingdom,211.88,211.88,211.88,2011-10-23,2011-10-23
16018.0,United Kingdom,408.9,161.9,247.0,2011-06-12,2011-10-31
16019.0,United Kingdom,3786.24,100.8,1129.35,2010-12-10,2011-10-24
16020.0,United Kingdom,851.01,332.21,518.8,2011-10-05,2011-11-23
16022.0,United Kingdom,628.28,628.28,628.28,2011-03-24,2011-03-24
16023.0,United Kingdom,719.8100000000001,177.84,322.85,2011-03-18,2011-10-24
16024.0,United Kingdom,251.24,251.24,251.24,2011-11-27,2011-11-27
16025.0,United Kingdom,439.66,439.66,439.66,2011-11-10,2011-11-10
16026.0,United Kingdom,236.09,236.09,236.09,2011-10-27,2011-10-27
16027.0,United Kingdom,934.62,79.2,320.52,2011-02-10,2011-09-09
16029.0,United Kingdom,81024.84,90.0,13544.64,2010-12-01,2011-11-01
16030.0,United Kingdom,331.24,331.24,331.24,2011-02-03,2011-02-03
16031.0,United Kingdom,548.94,243.31,305.63,2011-04-06,2011-09-08
16033.0,United Kingdom,8816.4,154.05,1193.34,2010-12-05,2011-12-04
16034.0,United Kingdom,437.7,137.7,153.6,2011-01-11,2011-05-27
16036.0,United Kingdom,758.9200000000001,188.73,570.19,2011-03-21,2011-09-13
16037.0,United Kingdom,855.02,251.56,303.00000000000006,2010-12-16,2011-03-15
16038.0,United Kingdom,471.78,76.38,316.95,2011-05-22,2011-12-02
16040.0,United Kingdom,1313.55,422.43,453.75,2011-03-16,2011-10-05
16041.0,United Kingdom,3166.4,426.6,2739.8,2011-07-21,2011-11-09
16042.0,United Kingdom,1197.27,24.95,435.33,2011-01-11,2011-11-17
16043.0,United Kingdom,773.99,97.5,307.85,2011-01-26,2011-11-02
16045.0,United Kingdom,1340.7,196.8,664.45,2011-02-22,2011-08-12
16048.0,United Kingdom,256.44,256.44,256.44,2010-12-01,2010-12-01
16049.0,United Kingdom,1111.79,114.76,508.77,2011-09-25,2011-10-30
16050.0,United Kingdom,137.9,137.9,137.9,2011-06-19,2011-06-19
16052.0,United Kingdom,362.06,362.06,362.06,2011-10-16,2011-10-16
16053.0,United Kingdom,1511.95,387.76,1124.19,2011-08-09,2011-11-07
16054.0,United Kingdom,783.9,783.9,783.9,2011-07-17,2011-07-17
16055.0,United Kingdom,134.8,134.8,134.8,2011-05-03,2011-05-03
16056.0,United Kingdom,664.85,664.85,664.85,2011-10-25,2011-10-25
16057.0,United Kingdom,2263.12,375.56,718.89,2011-02-28,2011-11-23
16059.0,United Kingdom,1459.86,105.3,403.26,2010-12-07,2011-10-05
16062.0,United Kingdom,1153.62,199.96,375.48,2010-12-10,2011-11-30
16063.0,United Kingdom,335.32,335.32,335.32,2011-03-24,2011-03-24
16065.0,United Kingdom,372.09,372.09,372.09,2010-12-09,2010-12-09
16066.0,United Kingdom,1521.87,176.7,390.85,2011-08-07,2011-11-23
16070.0,United Kingdom,852.1500000000001,165.3,686.85,2011-11-07,2011-11-17
16071.0,United Kingdom,326.24,326.24,326.24,2011-10-26,2011-10-26
16072.0,United Kingdom,584.3199999999999,584.3199999999999,584.3199999999999,2011-02-24,2011-02-24
16073.0,United Kingdom,122.4,122.4,122.4,2011-02-15,2011-02-15
16076.0,United Kingdom,2234.73,97.83,470.18,2011-05-15,2011-12-06
16078.0,United Kingdom,79.2,79.2,79.2,2011-03-01,2011-03-01
16079.0,United Kingdom,1352.0,313.62,530.16,2011-10-30,2011-11-23
16080.0,United Kingdom,217.16,86.9,130.26,2011-03-10,2011-09-19
16081.0,United Kingdom,2806.8999999999996,157.6,1599.55,2010-12-08,2011-10-14
16083.0,United Kingdom,1317.62,337.98,979.64,2010-12-14,2011-08-31
16084.0,United Kingdom,436.18,436.18,436.18,2011-02-13,2011-02-13
16085.0,United Kingdom,981.51,120.33,294.61,2011-01-23,2011-11-16
16086.0,United Kingdom,1121.3899999999999,101.19,312.64,2010-12-07,2011-10-11
16091.0,United Kingdom,315.06,157.25,157.81,2011-05-25,2011-07-08
16092.0,United Kingdom,817.86,224.13,310.87,2011-03-30,2011-08-17
16093.0,United Kingdom,17.0,17.0,17.0,2011-08-25,2011-08-25
16094.0,United Kingdom,1078.23,252.1,509.2,2011-05-04,2011-11-28
16096.0,United Kingdom,320.62,320.62,320.62,2011-03-20,2011-03-20
16097.0,United Kingdom,185.05,185.05,185.05,2011-04-13,2011-04-13
16098.0,United Kingdom,2005.63,157.9,430.6,2010-12-01,2011-09-13
16099.0,United Kingdom,731.9000000000001,139.8,318.3,2011-04-28,2011-10-20
16101.0,United Kingdom,1290.7,1290.7,1290.7,2011-09-30,2011-09-30
16102.0,United Kingdom,1842.14,449.3,839.76,2011-08-03,2011-10-28
16103.0,United Kingdom,1429.64,16.5,351.14,2011-04-20,2011-12-02
16104.0,United Kingdom,302.36,302.36,302.36,2011-10-09,2011-10-09
16105.0,United Kingdom,336.96,336.96,336.96,2011-04-05,2011-04-05
16106.0,United Kingdom,108.38,108.38,108.38,2011-10-05,2011-10-05
16107.0,United Kingdom,3204.1600000000003,316.6,642.4200000000001,2011-06-09,2011-11-22
16108.0,United Kingdom,842.5,842.5,842.5,2011-09-16,2011-09-16
16109.0,United Kingdom,611.8799999999999,296.88,314.99999999999994,2011-02-04,2011-05-05
16110.0,United Kingdom,1337.48,284.23,643.55,2011-02-01,2011-10-25
16112.0,United Kingdom,195.74,23.04,72.0,2011-01-05,2011-07-19
16113.0,United Kingdom,161.38,161.38,161.38,2011-06-09,2011-06-09
16114.0,United Kingdom,135.75000000000003,135.75000000000003,135.75000000000003,2011-06-22,2011-06-22
16115.0,United Kingdom,1667.97,138.83,361.34,2011-02-20,2011-11-30
16116.0,United Kingdom,612.78,612.78,612.78,2011-05-12,2011-05-12
16117.0,United Kingdom,232.21,232.21,232.21,2011-06-03,2011-06-03
16119.0,United Kingdom,423.36,113.88,309.48,2011-09-28,2011-12-01
16120.0,United Kingdom,1309.14,1309.14,1309.14,2011-10-11,2011-10-11
16121.0,United Kingdom,867.11,287.89,579.22,2011-05-08,2011-10-13
16122.0,United Kingdom,684.4200000000001,105.72,300.42,2010-12-08,2011-09-27
16123.0,United Kingdom,307.78,307.78,307.78,2011-10-19,2011-10-19
16124.0,United Kingdom,249.0,249.0,249.0,2011-01-26,2011-01-26
16125.0,United Kingdom,289.35,289.35,289.35,2010-12-07,2010-12-07
16126.0,United Kingdom,6287.77,891.35,2581.07,2011-02-16,2011-11-10
16127.0,United Kingdom,656.25,656.25,656.25,2011-10-31,2011-10-31
16128.0,United Kingdom,1880.22,189.64,717.36,2011-03-02,2011-11-22
16131.0,United Kingdom,3506.54,608.16,1228.04,2011-04-14,2011-10-19
16133.0,United Kingdom,14589.04,291.40000000000003,2210.05,2011-01-25,2011-12-06
16134.0,United Kingdom,618.09,283.53000000000003,334.56,2010-12-15,2011-11-18
16135.0,United Kingdom,517.55,517.55,517.55,2011-03-22,2011-03-22
16136.0,United Kingdom,709.38,143.34,406.74,2011-03-07,2011-10-11
16139.0,United Kingdom,635.41,139.79999999999998,329.04,2011-05-17,2011-11-21
16140.0,United Kingdom,725.18,124.14,601.04,2010-12-03,2011-10-05
16141.0,United Kingdom,620.4,620.4,620.4,2011-09-12,2011-09-12
16142.0,United Kingdom,535.34,535.34,535.34,2011-04-04,2011-04-04
16143.0,United Kingdom,2424.94,355.75,475.58,2010-12-05,2011-12-06
16144.0,United Kingdom,175.2,175.2,175.2,2011-04-07,2011-04-07
16145.0,United Kingdom,3799.49,302.78,490.17,2010-12-15,2011-12-01
16146.0,United Kingdom,734.13,75.0,385.69,2011-04-21,2011-07-05
16147.0,United Kingdom,375.0,375.0,375.0,2011-07-29,2011-07-29
16148.0,United Kingdom,76.32000000000001,76.32000000000001,76.32000000000001,2011-02-16,2011-02-16
16149.0,United Kingdom,280.52,116.84,163.68,2011-07-20,2011-12-05
16150.0,United Kingdom,2053.02,304.49,571.06,2010-12-02,2011-10-28
16152.0,United Kingdom,1829.04,1829.04,1829.04,2011-03-16,2011-03-16
16153.0,United Kingdom,1824.23,186.9,800.69,2010-12-20,2011-10-21
16156.0,United Kingdom,3122.04,34.68,680.28,2011-02-02,2011-12-01
16157.0,United Kingdom,656.6899999999999,168.32,247.98,2011-09-28,2011-11-24
16159.0,United Kingdom,348.2,348.2,348.2,2011-03-03,2011-03-03
16160.0,United Kingdom,1025.44,223.5,801.94,2011-09-15,2011-10-05
16161.0,United Kingdom,5575.5599999999995,85.86,534.28,2010-12-06,2011-12-08
16162.0,United Kingdom,37.4,37.4,37.4,2011-04-01,2011-04-01
16163.0,United Kingdom,856.6000000000001,415.00000000000006,441.6,2010-12-09,2011-04-21
16164.0,United Kingdom,822.48,242.22000000000003,334.9,2011-10-28,2011-11-22
16168.0,United Kingdom,3787.6000000000004,41.6,414.3,2010-12-05,2011-11-29
16169.0,United Kingdom,1822.97,317.34000000000003,587.46,2011-09-25,2011-12-01
16170.0,United Kingdom,1885.05,305.0,324.39,2011-04-05,2011-10-20
16171.0,United Kingdom,73.2,73.2,73.2,2011-10-11,2011-10-11
16172.0,United Kingdom,1140.21,199.38,351.97,2011-04-12,2011-09-05
16173.0,United Kingdom,1418.3200000000002,109.2,429.38,2011-09-02,2011-11-24
16174.0,United Kingdom,1009.55,304.20000000000005,383.2,2011-07-11,2011-08-05
16175.0,United Kingdom,1037.5900000000001,194.12,300.7,2011-04-13,2011-09-06
16177.0,United Kingdom,331.95,331.95,331.95,2011-10-20,2011-10-20
16178.0,United Kingdom,197.9,197.9,197.9,2011-07-24,2011-07-24
16179.0,United Kingdom,215.83,215.83,215.83,2011-10-10,2011-10-10
16180.0,United Kingdom,10254.18,413.88,2317.0,2011-04-01,2011-08-31
16181.0,United Kingdom,305.54,305.54,305.54,2011-09-27,2011-09-27
16182.0,United Kingdom,6617.65,825.0,2327.0,2011-02-18,2011-09-28
16183.0,United Kingdom,338.71000000000004,338.71000000000004,338.71000000000004,2011-10-03,2011-10-03
16184.0,United Kingdom,1158.79,105.0,315.98,2011-05-12,2011-10-06
16185.0,United Kingdom,529.41,194.41,335.0,2011-04-21,2011-11-23
16186.0,United Kingdom,4006.94,231.4,666.21,2010-12-02,2011-11-17
16187.0,United Kingdom,6911.4400000000005,312.89,910.98,2011-02-28,2011-11-08
16188.0,United Kingdom,981.86,151.65,414.12,2011-04-11,2011-10-26
16189.0,United Kingdom,215.48,71.0,144.48,2011-09-15,2011-11-24
16190.0,United Kingdom,215.08,215.08,215.08,2011-10-30,2011-10-30
16191.0,United Kingdom,5180.5199999999995,29.500000000000004,927.4,2010-12-14,2011-12-07
16193.0,United Kingdom,314.45,314.45,314.45,2011-04-17,2011-04-17
16198.0,United Kingdom,400.681,400.681,400.681,2011-09-25,2011-09-25
16200.0,United Kingdom,1080.62,530.05,550.57,2011-06-28,2011-12-05
16201.0,United Kingdom,1863.4699999999998,303.8,571.24,2011-08-22,2011-12-06
16202.0,United Kingdom,365.27,365.27,365.27,2010-12-14,2010-12-14
16203.0,United Kingdom,592.9,60.0,214.6,2010-12-02,2011-10-12
16204.0,United Kingdom,405.71,405.71,405.71,2011-11-16,2011-11-16
16205.0,United Kingdom,761.38,111.08,323.15,2011-06-13,2011-11-09
16206.0,United Kingdom,537.0600000000001,121.11,161.3,2011-01-16,2011-10-16
16207.0,United Kingdom,394.38,394.38,394.38,2011-11-14,2011-11-14
16208.0,United Kingdom,664.26,166.67,497.59,2011-02-23,2011-10-26
16209.0,United Kingdom,2262.62,145.72,1336.2,2011-04-07,2011-09-12
16210.0,United Kingdom,21086.3,10.0,3599.4,2010-12-01,2011-12-08
16211.0,United Kingdom,547.02,547.02,547.02,2011-09-12,2011-09-12
16212.0,United Kingdom,690.3399999999999,192.19,498.15,2011-03-01,2011-11-20
16213.0,United Kingdom,159.0,159.0,159.0,2011-09-22,2011-09-22
16214.0,United Kingdom,1062.75,206.7,542.97,2011-03-15,2011-06-22
16215.0,United Kingdom,242.35,242.35,242.35,2011-09-20,2011-09-20
